comment,rating,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки,Проблемы,speed,quality,staff,execution,solved
большое спасибо,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
ответ на вопрос предоставлен.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
сантехник валерий объяснил все по телефону. пока проблем нет.,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,False
быстро и оперативно. спасибо!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
спасибо данному сотруднику!!!!!,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
спасибо,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
звонки не поступают при звонке,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
спасибо за быстроту,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
специалист оперативно устранил поломку! очень доволен и благодарим за оперативность . специалисту выписать премию,5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
"быстро отреагировали, достаточно быстро устранили течь. вечером сантехник ещё раз пришёл удостовериться, что все в порядке. спасибо",5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,True,False
"да, спасибо! дверь починили.",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False
спасибо. счетчик заработал,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"отличная работа! быстро, качественно, аккуратно. спасибо большое",5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,True,False,False
"спасибо, быстро и оперативно!!!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
счёт на 500 р все ещё в личном кабинете,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
спасибо за оперативность! все настроено,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
вчера мне сказали несколько диспетчеров что заявки не было о протечке с моего жк,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
всё оперативно исправили. молодцы.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False
"прильи быстро, спасибо",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
спасибо большое ! оперативно помогли решить вопрос .,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,True
оперативно решили вопрос.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True
ок. спасибо,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
хороший мужчина консультировал,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,False
очень удобно,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
спасибо большое . с уважением евгений!,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
сантехники приехали оперативно и устранили протечку в смесителе. спасибо!,5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,True,False
спасибо вам,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"специалист отличный, вежливый и быстро сделал, я очень довольна.",5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
"оперативно, спасибо!",5,1.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
все работает как надо! спасибо!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False
"быстро решили проблему , электрики пришли почти сразу после заявки , спасибо, большое",5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,True,True
здравствуйте! спасибо огромное специалистам за быстрый ответ и решение нашей проблемы!,5,1.0,0.0,1.0,1.0,0.0,0.0,False,False,True,False,False
"спасибо мастеру, все быстро сделал",5,1.0,0.0,1.0,0.0,0.0,0.0,True,False,True,False,False
оперативно и быстро! супер всегда бы так,5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,False,False,False
молодцы спасибо,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
устное разрешение на установку кодового замка получено.после установки сообщим код в управляющую компанию.спасибо,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
детализация предоставлена с 06.2024 была закащана с 01.2024. просьба выдать на все месяцы 2024 года,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
спасибо за оперативность,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
слишком часто ломаются лифты!,5,0.0,0.0,0.0,0.0,0.0,1.0,True,False,True,False,False
слишком часто ломаются лифты,5,0.0,0.0,0.0,0.0,0.0,1.0,True,False,True,False,False
все замечательно,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
спасибо большое за помощь в решении вопроса.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"на этот раз быстро отключили, спасибо!",5,1.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
спасибо за оперативный ответ,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False
"оценка за оперативность отлично, за уборку хорошо. спасибо!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,True,False,False
,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
благодарю за оперативность.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
"приходила в ук мне сказали за деньги купить себе новый ключ, на каком основании? выдали не рабочие и теперь платя 2500 за домофон я ещё и ключи должна покупать, соседям дали бесплатно",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
спасибо большое!!!!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
оперативно!спасибо!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
огромное спасибо! вопрос был решен быстро! специалист профессионал в своем деле!,5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
починили,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False
"спасибо, что быстро отреагировали. проблема решена.",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,True
"спасибо, оперативно",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
спасибо большое оперативно,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"приятно удивлена. вопрос решился менее чем за сутки! спасибо, так красиво теперь и ничего не отравляет воздух и не портит вид!!",5,1.0,0.0,1.0,1.0,0.0,0.0,False,False,True,False,False
все прекрасно спасибо,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"спасибо, всё быстро устранено",5,1.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
"здорово что подсказали, не за что бы сам не догадался.",5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
спасибо за оперативность.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
спасибо куприянову и.и.!!!,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
большое спасибо!!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
спасибо большое что есть специалисты в ук которым небезразлично!! спасибо куприянову и.и.,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
сами устранили,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,True,False
быстро исправили причину шума щитка. спасибо за оперативность,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
"спасибо большое за разъяснения,теперь все ясно и понятно.",5,1.0,1.0,0.0,0.0,1.0,0.0,False,False,True,False,False
оперативно отреагировали быстро сделали спасибо,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
"спасибо,скажите пожалуйста,на андроид откуда можно скачать данное приложение? не получается,пишет,что не поддерживается",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False,False
молодцы,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
спасибо за скорость работы,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False
"стулья привезли, а зеркало нет.",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
сантехник пришёл всё сделал,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
спасибо! александр все оперативно выполнил. очень внимательно и уважительно исполнил заказ.,5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
отлично!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
супер!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
спасибо,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"спасибо, жду перерасчет .",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False,False
"очень оперативно решили вопрос, спасибо!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,True
оперативно,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
красавчеги!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
спасибо! все устранено!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"отлично, спасибо!",5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False
пришли очень оперативно !,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
мы сами устранили,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,True,False
отличный аккуратный специалист.,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
"всё было сделано быстро и качественно, огромное спасибо мастеру",5,1.0,0.0,1.0,1.0,0.0,0.0,True,True,True,True,False
супер мастер,5,1.0,0.0,1.0,0.0,0.0,0.0,False,True,True,False,False
мерси!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
оперативно! спасибо!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
спасибо большое за решение вопроса.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"спасибо, всё исправили",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False
спасибо! все поняла,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"жаль не с первого раза, звонков 8",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
отлично,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
"просьба очищать своевременн, не дожидаясь заявок",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
"мастер отключил колонку оповещения от сети, пищать перестала , но и оповещать не будет",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False,False
нашли причину,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"оперативно, удобно!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
все отлично! выявили проблему.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
"спасибо большое!!! всё очень оперативно! приятно, когда нас слышат и понимают. всего доброго!",5,1.0,1.0,0.0,1.0,1.0,0.0,True,False,True,False,False
всю ночь стоят палеты и стеллажи у подъезда,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
хорошо,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
ответа на вопрос нет,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
благодарю вас,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"сантехник пришел в день об обращения, вопрос решен на месте, спасибо за оперативность.",5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,True,False
быстро! спасибо!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"оперативно заменили и опломбировали, спасибо!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
классно,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
ремонтные работы по данной заявке выполнены в полном объеме и в кратчайшие сроки.,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False
всё сделали хорошо и быстро.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,False,True,False
мне нужно присутствовать при съеме контрольных показаний? счетчики все в коридоре. возможно вызов в выход дни?,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
быстро и оперативно помогли решить вопрос!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True
большое спасибо!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"спасибо, быстро освободили",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"электрик смог настроить свет в коридоре удаленно. с помощью отключения электричества в квартире. правда, после этого снова отвалился интернет и снова в пятницу придет монтажник настраивать роутер. а после прошлого посещения монтажника свет в коридоре и закончился...",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False,False
спасибо !,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"тяп-ляп, ну ладно, тут везде так",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
"спасибо, вижу счетчики в приложении",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"сергей настоящий профи! все четко и по делу, очень рада, что именно ему досталась наша заявка, спасибо!",5,1.0,0.0,1.0,1.0,0.0,0.0,False,False,True,False,False
"очень вежливый, контактный мастер. только положительные впечатления от подхода к работе и ее выполнению.",5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
а кто заявку подавал? я не подвала. или это автоматически,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
профессионал. все решили.,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,True
спасибо мастеру за работу,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
сантехник андрей качественно выполнил свою работу.,5,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,False
быстрое решение. спасибо руслану,5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
"всё отлично, решили всё",5,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,True
не вписан ещё один человек,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"спасибо, за быстрое решение",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
спасибо большое за помощь,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
спасибо большое,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
очень часто ломается.,5,0.0,0.0,0.0,0.0,0.0,1.0,True,False,True,False,False
"спасибо, очень быстро решили вопрос по заявке!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,True
"где можно посмотреть прайс на услуги ваших электриков? что за инкогнито цены, которые мне потом озвучивают?",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"надо что то делать, родители говорят что больше не придут в гости, потому что лифт постоянно не работает!",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"ну надо что то делать... как быть дальше, если постоянно лифт выходит из строя!",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"давайте уде чинить грузовой лифт, его про отключили и не чинят, очередь га лифт. и пассажирский лифт ломается раз в два дня..... делайте уже что нибудь, . ...... ......",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False,False
все ок,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
супер спасибо,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False
быстро отреагировали!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
"сняла одну звезду за молчаливое закрытие заявки. а так, действительно, пришла домой, свет уже был.",5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False
не отображаются счета на оплату,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"большое спасибо, все починили очень оперативно!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
все отлично спасибо,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False
очень оперативно.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
"благодарю ростислава, быстро и качественно заменил резинку манжету в стиральной машине.",5,1.0,0.0,1.0,1.0,0.0,0.0,True,True,False,False,False
"прекрасный мастер. все оперативно решил, благодарю !",5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
спасибо за быстрое реагирование,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"здравствуйте, когда будет видна оплата? платили по реквизитам",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
спасибо за оперативность за быструю обратную связь,5,1.0,1.0,1.0,1.0,1.0,0.0,True,False,True,False,False
сегодня после обеда буду по данному адрпесу прошу электрика связаться со мной,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"быстро, оперативно, сотрудник прибыл как по таймеру. спасибо!",5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
"долго ехали, сигнализация орала несколько часов. невозможно нормально работать и жить, когда под ухом без перерыва несколько часов голосит сигнализация",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
благодарю! вопрос был оперативно решен,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
оперативно и качественно!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,False,False,False
"все четко сделал,",5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,False
"доводчик заменили в тот же день, спасибо.",5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False
быстро и качественно,5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,False,False,False
счет оплачен ! квитанция выслана вам в чате,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
оперативно все исправили.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False
"спасибо мастеру, починил всё быстро и профессионально, поставил новый доводчик. дверь теперь закрывается, теплопотерь нет.",5,1.0,0.0,1.0,1.0,0.0,0.0,True,True,True,False,False
спасибо за оперативный ответ!,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False
"спасибо большое что услышали, убрали возле 38 1 мусор.теперь хоть рядом с банками бросать не будут люди мусор!",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
спасибо,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"за оперативность, спасибо большое",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"огромное спасибо, специалистам!",5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
электрик все отлично объяснил и помог устранить проблему. очень профессионально. молодец.,5,1.0,0.0,1.0,1.0,0.0,0.0,False,True,True,False,False
"хоть фото не этого места, но подтверждаю что работа выполнена и главное выполнена оперативно.",5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,False,False,False
"было бы удобнее, если сразу дали ссылку или название раздела, где эту заявку оформить. потому что в приложении очень неудобно искать, где подать эту заявку. чёрт ногу сломит",5,1.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False
спасибо! оперативно получены по электронной почте.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
благодарю за быстрый ответ,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False
большое спасибо за оперативную работу!!!,5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False
моя ошибка,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"оперативно, большое спасибо",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"зеркало не было подключено к проводке пои замене в прошлом году, что теперь делать не известно? заведу новую заявку на замену зеркала",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"очень оперативно, спасибо большое!",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"прошу перенести урну от подъезда, чтобы у людей не было собоазна поставить туда свой бытовой мусор",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
электрик справился с проблемой за 5минут молодец,5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,False,False,False
очень оперативно решили проблему и восстановили освещение в холле.,5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,False,True,True
большое спасибо быстро исправили,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
лифт работает,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
большое спасибо очень быстро исправили,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
ответ получен на один вопрос из двух. второй вопрос просто проигнорирован,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"замечательный сантехник , который правда помогает,очень приятный и воспитанный мужчина",5,1.0,0.0,1.0,1.0,0.0,0.0,False,False,True,False,False
больше спасибо! всё работает.,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
ничего не выполнено! не пишите х......!!!!!!! подобный бардак как в ук пригорода вижу впервые!,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
спасибо большое электрику,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
сделанно не аккуратно.торчат резинки .,5,0.0,0.0,0.0,0.0,0.0,1.0,False,True,False,False,False
подача тепла возобновилась в короткие сроки,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
благодарю за оперативность проведённой работы!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
прогресс,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
оперативно проведена консультация и проблема была устранена. огромное спасибо.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
спасибо большое. оперативно устранили течь по стояку в ванной.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
"сумма, которую я должна заплатить за коммунальные услуги сохранилась 34 384,14 рублей . когда данная сумма уменьшится на перенесенную 7 413,53 рублей и",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False,False
какой акт выполненных работ мы должны предоставить?ремонт делали сами....,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
спасибо вам огромное!!!!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"я звонила и сообщила, что мне нужен перерасчет, так как в декабре прошло 3 оплаты на сумму больше 30000, 3 оплаты",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False,False
спасибо за оперативность,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"спасибо, за быструю реакцию и решение проблемы",5,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False
"быстро отреагировали, спасибо",5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
спасибо огромное!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
а можно фото акта скинуть ?,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"спасибо валерию. все сделал хорошо. маленький минус, что долго шли. была бы течь более сильной, то за 2,5 часа ... но я думаю, что это проблема обработки заявки. ему не сразу передали! примите во внимание. плохо, что нет прямого аварийного телефона непосредственно в живи в рыбацком. звонишь через десятые руки...",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
отлично! так бы по всем сервисам исполнялось бы. чётко и быстро.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,False,False,False
"очень отзывчивый, профи своего дела!!",5,1.0,1.0,1.0,0.0,1.0,0.0,False,False,True,False,False
"очень удобный сервис, но пока ещё выясняем",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"за ноябрь оплата была, куда могу выслать подтверждающие документы ?",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"спасибо, игорь!",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
быстро и качественно,5,1.0,1.0,0.0,1.0,1.0,0.0,True,True,False,False,False
"спасибо большое, все сделали отлично!",5,1.0,1.0,0.0,0.0,1.0,0.0,False,True,True,True,False
супер быстро,5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,False,False,False
"всё убрали, спасибо",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"качественно,быстро",5,1.0,1.0,0.0,1.0,1.0,0.0,True,True,False,False,False
установили быстро и хорошо . спасибо.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,True,False,False
"все отлично, спасибо",5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False
спасибо что так быстро починили дверь,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
очень понравилась работа игоря.,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
отлично!!!! быстро отреагировали. всё работает!!!!!!,5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,False,False,False
"сделано, спасибо",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False
"заявка не выполнена, грязи на дороге еще больше",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
электрик молодец!,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,False
спасибо технику дмитрию за помощь!,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
"выражаю огромную благодарность мастеру -электрику за проделанную работу. профессионал своего дела, щепетильно проверил все возможные варианты неполадок, нашел и устранил причину замыкания. еще раз большое спасибо!",5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
молодцы!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
"отрегулировали оперативно, вопрос решён. но очень дорого, когда регулировка равна половине стоимости регулятора давления воды.",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
спасибо за оперативность. сотрудник устранил проблему.,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
"спасибо. значит с гулом в трубах, можно бороться. действительно стало тихо. если проблема возникнет опять будет много заявок.",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
потрясающий сантехник! спасибо,5,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
"отлично, спасибо.",5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False
"все отлично, спасибо!",5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False
спасибо оперативно починили,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,True,False
"спасибо, все работало до вчерашнего дня",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False,False
"спасибо, вы прекрасны!",5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
спасибо!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
спасибо инженеру быстро и оперативно работает. хоть кто-то в этой компании ответственный человек.,5,1.0,0.0,1.0,1.0,0.0,0.0,True,False,True,False,False
в личном кабинете так указан не верный счетчик с неверными показаниями.,5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
выдайте александру премию!,5,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,False,False
большое спасибо.. оперативно подкл электричество !,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,False,False
молодцы. спасибо!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
"может ли быть причиной срабатывания пожарной сигнализации курение в квартире? регулярно слышу запах сигарет, который проникает в квартиру по вентиляции",5,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False
"спасибо, игорь",5,1.0,0.0,0.0,0.0,1.0,0.0,False,False,True,False,False
"супер оперативно, спасибо",5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,True,False,False
"все отлично, оперативно, спасибо.",5,1.0,0.0,0.0,1.0,0.0,0.0,True,True,True,False,False
откликнулись быстро оперативно,5,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False
теперь всё в норме!,5,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
